concept_id,term,term_type,context
C000225,Carbon sequestration science,broader,Disciplinary or overlay context
C000225,Carbon sequestration science literature,related,Literature-oriented retrieval expansion
C000226,Arts therapy,search_phrase,Canonical concept phrase
C000226,"""Arts therapy"" OR ""Arts therapy research""",high_recall,Database-adaptable phrase expansion
C000226,Arts therapy,broader,Disciplinary or overlay context
C000226,Arts therapy literature,related,Literature-oriented retrieval expansion
C000227,Archaeological science,search_phrase,Canonical concept phrase
C000227,"""Archaeological science"" OR ""Archaeological science research""",high_recall,Database-adaptable phrase expansion
C000227,Archaeological science,broader,Disciplinary or overlay context
C000227,Archaeological science literature,related,Literature-oriented retrieval expansion
C000228,Anthropology of development,search_phrase,Canonical concept phrase
C000228,"""Anthropology of development"" OR ""Anthropology of development research""",high_recall,Database-adaptable phrase expansion
C000228,Anthropology of development,broader,Disciplinary or overlay context
C000228,Anthropology of development literature,related,Literature-oriented retrieval expansion
C000229,Aboriginal and Torres Strait Islander archaeology,search_phrase,Canonical concept phrase
C000229,"""Aboriginal and Torres Strait Islander archaeology"" OR ""Aboriginal and Torres Strait Islander archaeology research""",high_recall,Database-adaptable phrase expansion
C000229,Aboriginal and Torres Strait Islander archaeology,broader,Disciplinary or overlay context
C000229,Aboriginal and Torres Strait Islander archaeology literature,related,Literature-oriented retrieval expansion
C000230,Applications in arts and humanities,search_phrase,Canonical concept phrase
C000230,"""Applications in arts and humanities"" OR ""Applications in arts and humanities research""",high_recall,Database-adaptable phrase expansion
C000230,Applications in arts and humanities,broader,Disciplinary or overlay context
C000230,Applications in arts and humanities literature,related,Literature-oriented retrieval expansion
C000231,Communication studies,search_phrase,Canonical concept phrase
C000231,"""Communication studies"" OR ""Communication studies research""",high_recall,Database-adaptable phrase expansion
C000231,Communication studies,broader,Disciplinary or overlay context
C000231,Communication studies literature,related,Literature-oriented retrieval expansion
C000232,"Banking, finance and securities law",search_phrase,Canonical concept phrase
C000232,"""Banking, finance and securities law"" OR ""Banking, finance and securities law research""",high_recall,Database-adaptable phrase expansion
C000232,"Banking, finance and securities law",broader,Disciplinary or overlay context
C000232,"Banking, finance and securities law literature",related,Literature-oriented retrieval expansion
C000233,Approximation theory and asymptotic methods,search_phrase,Canonical concept phrase
C000233,"""Approximation theory and asymptotic methods"" OR ""Approximation theory and asymptotic methods research""",high_recall,Database-adaptable phrase expansion
C000233,Approximation theory and asymptotic methods,broader,Disciplinary or overlay context
C000233,Approximation theory and asymptotic methods literature,related,Literature-oriented retrieval expansion
C000234,Bioethics,search_phrase,Canonical concept phrase
C000234,"""Bioethics"" OR ""Bioethics research""",high_recall,Database-adaptable phrase expansion
C000234,Bioethics,broader,Disciplinary or overlay context
C000234,Bioethics literature,related,Literature-oriented retrieval expansion
C000235,Astrobiology,search_phrase,Canonical concept phrase
C000235,"""Astrobiology"" OR ""Astrobiology research""",high_recall,Database-adaptable phrase expansion
C000235,Astrobiology,broader,Disciplinary or overlay context
C000235,Astrobiology literature,related,Literature-oriented retrieval expansion
C000236,Child and adolescent development,search_phrase,Canonical concept phrase
C000236,"""Child and adolescent development"" OR ""Child and adolescent development research""",high_recall,Database-adaptable phrase expansion
C000236,Child and adolescent development,broader,Disciplinary or overlay context
C000236,Child and adolescent development literature,related,Literature-oriented retrieval expansion
C000237,Agricultural marine biotechnology,search_phrase,Canonical concept phrase
C000237,"""Agricultural marine biotechnology"" OR ""Agricultural marine biotechnology research""",high_recall,Database-adaptable phrase expansion
C000237,Agricultural marine biotechnology,broader,Disciplinary or overlay context
C000237,Agricultural marine biotechnology literature,related,Literature-oriented retrieval expansion
C000238,"Cell development, proliferation and death",search_phrase,Canonical concept phrase
C000238,"""Cell development, proliferation and death"" OR ""Cell development, proliferation and death research""",high_recall,Database-adaptable phrase expansion
C000238,"Cell development, proliferation and death",broader,Disciplinary or overlay context
C000238,"Cell development, proliferation and death literature",related,Literature-oriented retrieval expansion
C000239,Haematology,search_phrase,Canonical concept phrase
C000239,"""Haematology"" OR ""Haematology research""",high_recall,Database-adaptable phrase expansion
C000239,Haematology,broader,Disciplinary or overlay context
C000239,Haematology literature,related,Literature-oriented retrieval expansion
C000240,Architectural design,search_phrase,Canonical concept phrase
C000240,"""Architectural design"" OR ""Architectural design research""",high_recall,Database-adaptable phrase expansion
C000240,Architectural design,broader,Disciplinary or overlay context
C000240,Architectural design literature,related,Literature-oriented retrieval expansion
C000241,Bioassays,search_phrase,Canonical concept phrase
C000241,"""Bioassays"" OR ""Bioassays research""",high_recall,Database-adaptable phrase expansion
C000241,Bioassays,broader,Disciplinary or overlay context
C000241,Bioassays literature,related,Literature-oriented retrieval expansion
C000242,Auditing and accountability,search_phrase,Canonical concept phrase
C000242,"""Auditing and accountability"" OR ""Auditing and accountability research""",high_recall,Database-adaptable phrase expansion
C000242,Auditing and accountability,broader,Disciplinary or overlay context
C000242,Auditing and accountability literature,related,Literature-oriented retrieval expansion
C000243,Art history,search_phrase,Canonical concept phrase
C000243,"""Art history"" OR ""Art history research""",high_recall,Database-adaptable phrase expansion
C000243,Art history,broader,Disciplinary or overlay context
C000243,Art history literature,related,Literature-oriented retrieval expansion
C000244,Air pollution processes and air quality measurement,search_phrase,Canonical concept phrase
C000244,"""Air pollution processes and air quality measurement"" OR ""Air pollution processes and air quality measurement research""",high_recall,Database-adaptable phrase expansion
C000244,Air pollution processes and air quality measurement,broader,Disciplinary or overlay context
C000244,Air pollution processes and air quality measurement literature,related,Literature-oriented retrieval expansion
C000245,Behavioural economics,search_phrase,Canonical concept phrase
C000245,"""Behavioural economics"" OR ""Behavioural economics research""",high_recall,Database-adaptable phrase expansion
C000245,Behavioural economics,broader,Disciplinary or overlay context
C000245,Behavioural economics literature,related,Literature-oriented retrieval expansion
C000246,Curriculum and pedagogy theory and development,search_phrase,Canonical concept phrase
C000246,"""Curriculum and pedagogy theory and development"" OR ""Curriculum and pedagogy theory and development research""",high_recall,Database-adaptable phrase expansion
C000246,Curriculum and pedagogy theory and development,broader,Disciplinary or overlay context
